,userID,itemID,Rating,Zip-code
0,1,1193,5,978300760
1,1,661,3,978302109
2,1,914,3,978301968
3,1,3408,4,978300275
4,1,2355,5,978824291
5,1,1197,3,978302268
6,1,1287,5,978302039
7,1,2804,5,978300719
8,1,594,4,978302268
9,1,919,4,978301368
10,1,595,5,978824268
11,1,938,4,978301752
12,1,2398,4,978302281
13,1,2918,4,978302124
14,1,1035,5,978301753
15,1,2791,4,978302188
16,1,2687,3,978824268
17,1,2018,4,978301777
18,1,3105,5,978301713
19,1,2797,4,978302039
20,1,2321,3,978302205
21,1,720,3,978300760
22,1,1270,5,978300055
23,1,527,5,978824195
24,1,2340,3,978300103
25,1,48,5,978824351
26,1,1097,4,978301953
27,1,1721,4,978300055
28,1,1545,4,978824139
29,1,745,3,978824268
30,1,2294,4,978824291
31,1,3186,4,978300019
32,1,1566,4,978824330
33,1,588,4,978824268
34,1,1907,4,978824330
35,1,783,4,978824291
36,1,1836,5,978300172
37,1,1022,5,978300055
38,1,2762,4,978302091
39,1,150,5,978301777
40,1,1,5,978824268
41,1,1961,5,978301590
42,1,1962,4,978301753
43,1,2692,4,978301570
44,1,260,4,978300760
45,1,1028,5,978301777
46,1,1029,5,978302205
47,1,1207,4,978300719
48,1,2028,5,978301619
49,1,531,4,978302149
50,1,3114,4,978302174
51,1,608,4,978301398
52,1,1246,4,978302091
53,2,1357,5,978298709
54,2,3068,4,978299000
55,2,1537,4,978299620
56,2,647,3,978299351
57,2,2194,4,978299297
58,2,648,4,978299913
59,2,2268,5,978299297
60,2,2628,3,978300051
61,2,1103,3,978298905
62,2,2916,3,978299809
63,2,3468,5,978298542
64,2,1210,4,978298151
65,2,1792,3,978299941
66,2,1687,3,978300174
67,2,1213,2,978298458
68,2,3578,5,978298958
69,2,2881,3,978300002
70,2,3030,4,978298434
71,2,1217,3,978298151
72,2,3105,4,978298673
73,2,434,2,978300174
74,2,2126,3,978300123
75,2,3107,2,978300002
76,2,3108,3,978299712
77,2,3035,4,978298625
78,2,1253,3,978299120
79,2,1610,5,978299809
80,2,292,3,978300123
81,2,2236,5,978299220
82,2,3071,4,978299120
83,2,902,2,978298905
84,2,368,4,978300002
85,2,1259,5,978298841
86,2,3147,5,978298652
87,2,1544,4,978300174
88,2,1293,5,978298261
89,2,1188,4,978299620
90,2,3255,4,978299321
91,2,3256,2,978299839
92,2,3257,3,978300073
93,2,110,5,978298625
94,2,2278,3,978299889
95,2,2490,3,978299966
96,2,1834,4,978298813
97,2,3471,5,978298814
98,2,589,4,978299773
99,2,1690,3,978300051
100,2,3654,3,978298814
101,2,2852,3,978298958
102,2,1945,5,978298458
103,2,982,4,978299269
104,2,1873,4,978298542
105,2,2858,4,978298434
106,2,1225,5,978298391
107,2,2028,4,978299773
108,2,515,5,978298542
109,2,442,3,978300025
110,2,2312,3,978299046
111,2,265,4,978299026
112,2,1408,3,978299839
113,2,1084,3,978298813
114,2,3699,2,978299173
115,2,480,5,978299809
116,2,1442,4,978299297
117,2,2067,5,978298625
118,2,1265,3,978299712
119,2,1370,5,978299889
120,2,1193,5,978298413
121,2,1801,3,978300002
122,2,1372,3,978299941
123,2,2353,4,978299861
124,2,3334,4,978298958
125,2,2427,2,978299913
126,2,590,5,978299083
127,2,1196,5,978298730
128,2,1552,3,978299941
129,2,736,4,978300100
130,2,1198,4,978298124
131,2,593,5,978298517
132,2,2359,3,978299666
133,2,95,2,978300143
134,2,2717,3,978298196
135,2,2571,4,978299773
136,2,1917,3,978300174
137,2,2396,4,978299641
138,2,3735,3,978298814
139,2,1953,4,978298775
140,2,1597,3,978300025
141,2,3809,3,978299712
142,2,1954,5,978298841
143,2,1955,4,978299200
144,2,235,3,978299351
145,2,1124,5,978299418
146,2,1957,5,978298750
147,2,163,4,978299809
148,2,21,1,978299839
149,2,165,3,978300002
150,2,2321,3,978299666
151,2,1090,2,978298580
152,2,380,5,978299809
153,2,2501,5,978298600
154,2,349,4,978299839
155,2,457,4,978299773
156,2,1096,4,978299386
157,2,920,5,978298775
158,2,459,3,978300002
159,2,1527,4,978299839
160,2,3418,4,978299809
161,2,1385,3,978299966
162,2,3451,4,978298924
163,2,3095,4,978298517
164,2,780,3,978299966
165,2,498,3,978299418
166,2,2728,3,978298881
167,2,2002,5,978300100
168,2,1962,5,978298813
169,2,1784,5,978298841
170,2,2943,4,978298372
171,2,2006,3,978299861
172,2,318,5,978298413
173,2,1207,4,978298478
174,2,1968,2,978298881
175,2,3678,3,978299250
176,2,1244,3,978299143
177,2,356,5,978299686
178,2,1245,2,978299200
179,2,1246,5,978299418
180,2,3893,1,978299535
181,2,1247,5,978298652
182,3,3421,4,978298147
183,3,1641,2,978298430
184,3,648,3,978297867
185,3,1394,4,978298147
186,3,3534,3,978297068
187,3,104,4,978298486
188,3,2735,4,978297867
189,3,1210,4,978297600
190,3,1431,3,978297095
191,3,3868,3,978298486
192,3,1079,5,978298296
193,3,2997,3,978298147
194,3,1615,5,978297710
195,3,1291,4,978297600
196,3,1259,5,978298296
197,3,653,4,978297757
198,3,2167,5,978297600
199,3,1580,3,978297663
200,3,3619,2,978298201
201,3,260,5,978297512
202,3,2858,4,978297039
203,3,3114,3,978298103
204,3,1049,4,978297805
205,3,1261,1,978297663
206,3,552,4,978297837
207,3,480,4,978297690
208,3,1265,2,978298316
209,3,1266,5,978297396
210,3,733,5,978297757
211,3,1196,4,978297539
212,3,590,4,978297439
213,3,2355,5,978298430
214,3,1197,5,978297570
215,3,1198,5,978297570
216,3,1378,5,978297419
217,3,593,3,978297018
218,3,1379,4,978297419
219,3,3552,5,978298459
220,3,1304,5,978298166
221,3,1270,3,978298231
222,3,2470,4,978297777
223,3,3168,4,978297570
224,3,2617,2,978297837
225,3,1961,4,978297095
226,3,3671,5,978297419
227,3,2006,4,978297757
228,3,2871,4,978297539
229,3,2115,4,978297777
230,3,1968,4,978297068
231,3,1136,5,978298079
232,3,2081,4,978298504
233,4,3468,5,978294008
234,4,1210,3,978293924
235,4,2951,4,978294282
236,4,1214,4,978294260
237,4,1036,4,978294282
238,4,260,5,978294199
239,4,2028,5,978294230
240,4,480,4,978294008
241,4,1196,2,978294199
242,4,1198,5,978294199
243,4,1954,5,978294282
244,4,1097,4,978293964
245,4,3418,4,978294260
246,4,3702,4,978294260
247,4,2366,4,978294230
248,4,1387,5,978294199
249,4,3527,1,978294008
250,4,1201,5,978294230
251,4,2692,5,978294230
252,4,2947,5,978294230
253,4,1240,5,978294260
254,5,2987,4,978243170
255,5,2333,4,978242607
256,5,1175,5,978244759
257,5,39,3,978245037
258,5,288,2,978246585
259,5,2337,5,978243121
260,5,1535,4,978245513
261,5,1392,4,978245645
262,5,2268,2,978246033
263,5,1466,3,978245695
264,5,860,2,978244493
265,5,1683,3,978246108
266,5,866,4,978245334
267,5,1684,3,978244540
268,5,2916,1,978245645
269,5,2770,4,978241981
270,5,215,3,978245422
271,5,1759,4,978245513
272,5,501,1,978244001
273,5,3578,2,978243803
274,5,506,4,978245999
275,5,1250,5,978241112
276,5,3793,2,978243170
277,5,509,4,978245829
278,5,41,4,978244692
279,5,1610,4,978245645
280,5,2058,1,978245740
281,5,3799,3,978243937
282,5,2997,5,978241556
283,5,47,3,978245334
284,5,2700,4,978243085
285,5,296,4,978244177
286,5,581,3,978244808
287,5,1617,3,978244025
288,5,728,4,978244759
289,5,299,3,978242934
290,5,3079,2,978246162
291,5,2560,4,978242977
292,5,1909,3,978246479
293,5,150,2,978245763
294,5,224,3,978245829
295,5,3728,2,978244568
296,5,229,3,978246528
297,5,6,2,978245916
298,5,3006,3,978245422
299,5,2858,4,978241390
300,5,1046,5,978244114
301,5,515,4,978245891
302,5,800,2,978244540
303,5,50,5,978244205
304,5,52,2,978246479
305,5,1191,2,978246426
306,5,1192,5,978244493
307,5,733,1,978245763
308,5,3081,3,978243054
309,5,377,4,978245999
310,5,2353,3,978245790
311,5,1268,2,978245948
312,5,3083,5,978244114
313,5,2427,5,978246450
314,5,3513,1,978243896
315,5,2428,3,978242541
316,5,2355,5,978241981
317,5,2282,3,978244667
318,5,3514,2,978243869
319,5,1554,3,978244540
320,5,1912,3,978244624
321,5,593,4,978244177
322,5,2359,3,978245568
323,5,2716,3,978242607
324,5,1485,3,978246576
325,5,2717,1,978241072
326,5,2571,5,978244493
327,5,2289,4,978244568
328,5,162,4,978244624
329,5,1127,1,978241390
330,5,3016,4,978242016
331,5,2070,2,978243121
332,5,1704,3,978244517
333,5,3163,5,978244852
334,5,2437,2,978244759
335,5,2291,5,978244808
336,5,1635,4,978245314
337,5,1279,1,978245314
338,5,2721,3,978243121
339,5,2723,4,978242788
340,5,1921,4,978246162
341,5,2725,2,978246162
342,5,1923,3,978245314
343,5,2580,4,978242607
344,5,3386,2,978245948
345,5,3744,1,978243896
346,5,968,3,978242847
347,5,896,4,978244493
348,5,3020,1,978245916
349,5,1788,3,978244603
350,5,318,3,978244177
351,5,176,4,978244568
352,5,461,3,978244893
353,5,608,4,978244177
354,5,1429,3,978245829
355,5,2159,1,978244808
356,5,1715,4,978245891
357,5,1643,3,978245916
358,5,3249,1,978245916
359,5,3176,2,978243085
360,5,1719,3,978244205
361,5,2806,2,978243085
362,5,2734,2,978242788
363,5,1649,4,978244667
364,5,321,3,978245863
365,5,2013,3,978242934
366,5,3100,1,978245645
367,5,2952,2,978245790
368,5,1213,5,978244177
369,5,1794,3,978245966
370,5,2599,5,978242323
371,5,1500,3,978245314
372,5,3105,2,978246576
373,5,2959,4,978242541
374,5,1509,3,978244962
375,5,1721,1,978245763
376,5,1722,2,978246108
377,5,1650,3,978245314
378,5,908,4,978241072
379,5,1580,4,978245999
380,5,1653,2,978245891
381,5,2384,3,978245708
382,5,1729,4,978245763
383,5,3476,3,978245916
384,5,2890,4,978245445
385,5,3113,1,978242323
386,5,2028,2,978244053
387,5,16,3,978245645
388,5,265,3,978245037
389,5,2029,4,978246555
390,5,194,3,978246108
391,5,551,4,978246504
392,5,1513,4,978242977
393,5,3046,3,978244962
394,5,2318,4,978242640
395,5,1517,4,978245568
396,5,1089,5,978244205
397,5,3260,4,978245065
398,5,913,5,978242740
399,5,1730,4,978244603
400,5,3408,3,978242323
401,5,3409,3,978242541
402,5,2607,2,978242607
403,5,1449,4,978244830
404,5,1732,5,978245740
405,5,1733,3,978246450
406,5,2390,4,978242679
407,5,1734,4,978245334
408,5,3266,2,978246162
409,5,3267,4,978244893
410,5,919,4,978241072
411,5,3624,3,978243803
412,5,2395,5,978243054
413,5,1594,1,978245548
414,5,2683,3,978241434
415,5,412,2,978245891
416,5,2759,3,978242080
417,5,994,5,978244540
418,5,1884,3,978246576
419,5,1885,4,978245568
420,5,272,3,978245487
421,5,24,1,978242934
422,5,3051,2,978241434
423,5,348,4,978245863
424,5,2323,4,978245445
425,5,1093,2,978242080
426,5,29,5,978245065
427,5,562,4,978244603
428,5,1095,4,978245065
429,5,1527,3,978246479
430,5,1529,4,978245037
431,5,3418,3,978244962
432,5,2188,1,978241390
433,5,497,3,978245687
434,5,202,2,978246033
435,5,1747,2,978245663
436,5,2908,4,978241981
437,5,2762,3,978243054
438,5,2692,4,978242977
439,5,1966,2,978245931
440,5,3499,3,978245065
441,5,353,2,978246504
442,5,32,4,978244962
443,5,1243,3,978244001
444,5,1897,4,978246426
445,5,1171,4,978244852
446,5,3786,3,978241981
447,5,34,4,978244603
448,5,356,1,978241112
449,5,357,2,978245829
450,5,36,3,978244808
451,5,714,4,978244493
452,6,2406,5,978236670
453,6,1101,4,978236670
454,6,3717,4,978238371
455,6,1030,4,978237691
456,6,1688,5,978237570
457,6,1035,5,978237767
458,6,3578,4,978238195
459,6,364,4,978237570
460,6,3501,5,978236670
461,6,3072,4,978236075
462,6,368,4,978237909
463,6,296,2,978237379
464,6,48,5,978237570
465,6,3074,5,978238036
466,6,1188,4,978236771
467,6,3508,3,978238036
468,6,588,4,978237511
469,6,1,4,978237008
470,6,1043,4,978236219
471,6,2858,1,978236809
472,6,377,3,978236383
473,6,590,3,978237232
474,6,595,4,978237511
475,6,597,5,978239019
476,6,383,4,978237909
477,6,2506,3,978236975
478,6,3524,3,978236719
479,6,1566,4,978237570
480,6,1569,4,978238948
481,6,2006,4,978236122
482,6,2081,4,978236567
483,6,2082,3,978236975
484,6,3600,3,978237813
485,6,3604,5,978237767
486,6,2802,4,978236612
487,6,3534,4,978236219
488,6,3536,5,978238230
489,6,1210,3,978236219
490,6,3753,5,978238195
491,6,3682,3,978238036
492,6,2017,3,978237813
493,6,3685,3,978236519
494,6,3610,3,978237813
495,6,1296,3,978236519
496,6,838,4,978237444
497,6,1007,3,978238036
498,6,1947,5,978237767
499,6,2966,5,978237273
500,6,266,4,978237909
501,6,17,4,978236383
502,6,3699,4,978236567
503,6,1441,4,978236383
504,6,1088,5,978236670
505,6,912,4,978236122
506,6,199,5,978237570
507,6,914,5,978237767
508,6,3408,5,978238230
509,6,1806,3,978236876
510,6,3624,4,978238256
511,6,2469,3,978236670
512,6,2396,4,978236809
513,6,2100,3,978236567
514,6,1959,3,978236612
515,6,2321,3,978237034
516,6,1380,5,978237691
517,6,920,4,978238851
518,6,569,4,978236876
519,6,1674,4,978236567
520,6,3565,4,978238288
521,6,1028,4,978237767
522,6,34,4,978237444
523,7,648,4,978234737
524,7,861,4,978234874
525,7,2916,5,978234842
526,7,3578,3,978234737
527,7,3793,3,978234737
528,7,1610,5,978234786
529,7,589,5,978234786
530,7,6,4,978234842
531,7,442,4,978234632
532,7,733,5,978234842
533,7,377,3,978234810
534,7,2353,5,978234874
535,7,1196,5,978234632
536,7,2571,5,978234786
537,7,380,5,978234874
538,7,1997,5,978234737
539,7,1270,4,978234581
540,7,457,5,978234786
541,7,1573,4,978234874
542,7,3753,4,978234737
543,7,3107,3,978234898
544,7,474,5,978234842
545,7,1722,4,978234874
546,7,3256,5,978234874
547,7,1580,4,978234842
548,7,110,5,978234786
549,7,1221,4,978234659
550,7,2028,5,978234786
551,7,480,4,978234607
552,7,349,5,978234874
553,7,3418,3,978234810
554,8,39,3,978229571
555,8,2336,3,978230120
556,8,288,5,978229391
557,8,3425,3,978231982
558,8,2268,3,978230852
559,8,1466,4,978230052
560,8,1393,5,978229702
561,8,1682,4,978230852
562,8,2916,5,978229172
563,8,506,3,978230483
564,8,508,3,978230435
565,8,3213,3,978233462
566,8,42,3,978232754
567,8,650,5,978230943
568,8,3500,3,978232754
569,8,296,5,978229857
570,8,3147,5,978230550
571,8,3148,3,978230248
572,8,2702,3,978230943
573,8,2278,3,978229293
574,8,1476,3,978231493
575,8,2490,2,978229293
576,8,589,5,978229138
577,8,1836,4,978231592
578,8,1693,3,978231121
579,8,150,4,978230611
580,8,151,4,978231150
581,8,1,4,978233496
582,8,510,3,978232056
583,8,4,3,978232203
584,8,3006,3,978230227
585,8,2858,5,978229817
586,8,1621,3,978230966
587,8,1265,5,978229524
588,8,733,3,978229347
589,8,377,4,978229204
590,8,3155,3,978232231
591,8,2427,5,978229204
592,8,58,5,978230286
593,8,2712,3,978230886
594,8,2429,2,978231890
595,8,1840,4,978230577
596,8,2571,5,978229172
597,8,1916,5,978229293
598,8,1488,3,978231982
599,8,230,4,978231637
600,8,1120,4,978230391
601,8,161,3,978230435
602,8,163,5,978229246
603,8,1411,5,978230391
604,8,524,5,978230611
605,8,1059,3,978229614
606,8,527,4,978229857
607,8,454,3,978231173
608,8,1701,4,978231659
609,8,1274,5,978233462
610,8,741,5,978233526
611,8,1704,5,978229900
612,8,1277,3,978229614
613,8,2291,5,978229702
614,8,1639,5,978229702
615,8,3528,4,978231687
616,8,2297,3,978231252
617,8,3386,3,978229979
618,8,2006,3,978229347
619,8,608,5,978229857
620,8,465,5,978231173
621,8,1711,3,978231890
622,8,538,3,978230391
623,8,393,2,978229138
624,8,2442,4,978230550
625,8,1357,4,978230800
626,8,73,4,978230286
627,8,3246,4,978230391
628,8,3173,2,978232012
629,8,1573,4,978228960
630,8,105,4,978232056
631,8,1210,4,978228789
632,8,1213,5,978229817
633,8,253,5,978230943
634,8,3105,4,978230666
635,8,3107,5,978229246
636,8,3250,3,978230184
637,8,3252,3,978230013
638,8,1721,5,978230800
639,8,476,3,978230687
640,8,3256,5,978229347
641,8,908,5,978228882
642,8,3257,3,978247143
643,8,1653,5,978230886
644,8,1580,4,978229293
645,8,110,5,978229172
646,8,111,5,978228832
647,8,3259,4,978231571
648,8,3186,4,978230852
649,8,1589,4,978230943
650,8,2023,3,978231802
651,8,14,4,978230756
652,8,2028,5,978229138
653,8,337,5,978230248
654,8,265,4,978229571
655,8,16,4,978230095
656,8,266,4,978231614
657,8,17,4,978229571
658,8,2314,3,978232056
659,8,2600,2,978229391
660,8,480,5,978228960
661,8,269,4,978231121
662,8,555,4,978229204
663,8,1801,3,978232056
664,8,3260,3,978229957
665,8,1730,4,978230013
666,8,1660,3,978230611
667,8,3265,5,978229138
